PlanetIdentifier,PeriodDays,SemiMajorAxisAU,DistFromEarthParsec,ListsPlanetIsOn
HD 143761 b,39.8458,0.2196,17.236,0
HD 143761 c,102.54,0.4123,17.236,0
Kepler-9 b,19.22418,0.14300000000000002,650.0,0
Kepler-9 c,39.03106,0.22899999999999998,650.0,0
Kepler-9 d,1.592851,0.0271,650.0,0
GJ 160.2 b,5.2354,0.053,43.25,1
WASP-124 b,3.37265,0.0449,433.0,0
HD 240210 b,501.75,1.33,143.0,0
OGLE-05-390L b,3500.0,2.1,6500.0,0
WASP-82 b,2.705782,0.0447,200.0,0
Gliese 1214 b,1.58040417,0.01488,14.55,0
Kepler-153 b,18.870227,0.13871537490065655,626.1,0
Kepler-153 c,46.90232,0.2545282943438669,626.1,0
HD 4203 b,437.05,1.1735,77.82,0
HD 4203 c,6700.0,6.95,77.82,0
HD 179079 b,14.475999999999999,0.11,63.69,0
HD 187123 b,3.0965886,0.04213,48.3,0
HD 187123 c,3324.0,4.417,48.3,0
Kepler-131 b,16.092,0.12474214265933413,226.3,0
Kepler-131 c,25.5169,0.16962575408134253,226.3,0
HD 114729 A b,1135.0,2.08,35.0,2
CoRoT-24 b,5.1134,0.055999999999999994,600.0,0
CoRoT-24 c,11.759,0.098,600.0,0
Kepler-211 c,6.04045,0.0649111613695975,327.93,0
Kepler-211 b,4.138575,0.050447587650683724,327.93,0
Kepler-294 c,6.6264,0.06904384185985417,1698.68,0
Kepler-294 b,3.7012120000000004,0.04682766376041615,1698.68,0
HD 164595 b,40.0,0.23,28.93,0
Kepler-257 c,6.581484,0.06873148650694551,1167.03,0
Kepler-257 b,2.3826669999999996,0.03491259122563887,1167.03,0
Kepler-257 d,24.664551,0.16582703140321478,1167.03,0
Kepler-214 c,28.7798,0.18379415588086662,1070.66,0
Kepler-214 b,15.660544,0.1225023480217332,1070.66,0
Kepler-130 c,27.508653000000002,0.17600000000000002,266.39,0
Kepler-130 b,8.457458,0.08,266.39,0
Kepler-130 d,87.517905,0.381,266.39,0
WASP-108 b,2.6755463,0.0397,220.0,0
K2-34 b,2.995607,0.04419,377.0,0
Kepler-189 c,20.134866,0.14484572416087121,650.34,0
Kepler-189 b,10.399931,0.09324527244222267,650.34,0
Kepler-327 b,2.549575,0.036524564381109625,241.74,0
Kepler-327 d,13.969457,0.11351664152817739,241.74,0
Kepler-327 c,5.212333,0.058833942635154984,241.74,0
Kepler-101 b,3.4876812000000004,0.0474,990.44,0
Kepler-101 c,6.02976,0.0684,990.44,0
Kepler-156 c,15.906801000000002,0.12378321229754952,482.88,0
Kepler-156 b,4.973456,0.057022383991348215,482.88,0
HIP 11952 b,290.0,0.81,111.0,1
HIP 11952 c,6.95,0.07,111.0,1
HD 122430 b,344.95,1.02,135.0,1
Kepler-344 b,21.963945000000002,0.15348999853368944,1307.52,0
Kepler-344 c,125.59680900000001,0.4908237704278424,1307.52,0
Kepler-227 b,9.488014999999999,0.08771154453383526,1481.07,0
Kepler-227 c,54.418693999999995,0.28104245263614336,1481.07,0
Kepler-404 b,11.829851,0.10160756256855318,1059.76,0
Kepler-404 c,14.751166,0.11771290666576904,1059.76,0
Gliese 86 b,15.76491,0.113,10.783,2
HD 145377 b,103.95,0.45,55.0,0
HD 75289 A b,3.5098,0.046,28.94,2
HD 5608 b,792.6,1.9,56.4,0
HATS-28 b,3.1810781,0.04131,521.0,0
HD 68988 b,6.276,0.071,58.0,0
HD 183263 b,625.1,1.486,55.1,0
HD 183263 c,4684.0,5.69,55.1,0
HD 154672 b,163.91,0.6,65.8,0
Kepler-196 b,20.739886,0.14773296930470015,470.92,0
Kepler-196 c,47.427737,0.2564256424112627,470.92,0
beta Ursae Minoris b,522.3,1.4,40.14,0
Kepler-225 c,18.794234,0.138342707224938,342.18,0
Kepler-225 b,6.738975,0.06982362847839867,342.18,0
Kepler-409 b,68.9584,0.3291025907179951,69.2,0
OGLE-TR-10 b,3.10129,0.045160000000000006,1500.0,0
Kepler-128 b,15.09,0.11950865080377084,368.14,0
Kepler-128 c,22.804000000000002,0.15737915354459323,368.14,0
WASP-11 b,3.7224690000000002,0.0439,121.7,2
HATS-18 b,0.8378434000000001,0.01761,645.0,0
KELT-16 b,0.9689950999999999,0.02044,365.0,0
HD 106315 b,9.5521,0.09012,107.3,0
HD 106315 c,21.0576,0.1526,107.3,0
EPIC 206011691 b,9.32414,0.0731,65.0,0
EPIC 206011691 c,15.5012,0.1026,65.0,0
WASP-62 b,4.411953,0.0567,160.0,0
Kepler-150 c,7.381997999999999,0.07419747606863178,973.33,0
Kepler-150 d,12.56093,0.10575178675565157,973.33,0
Kepler-150 e,30.826557,0.19240803212610152,973.33,0
Kepler-150 b,3.428054,0.04449435886477516,973.33,0
WASP-14 b,2.2437661,0.036000000000000004,160.0,2
HD 2952 b,311.6,1.2,115.0,0
Kepler-173 c,8.005777,0.07832051046960076,809.64,0
Kepler-173 b,4.263742,0.05145968561563935,809.64,0
KOI-1299 b,52.500969999999995,0.3034,870.0,2
KOI-1299 c,406.2,1.073412041736799,870.0,3
Kepler-34 (AB) b,288.822,1.0896,1500.0,4
Rho Coronae Borealis b,39.8449,0.24,17.24,1
Kepler-260 b,8.187399000000001,0.07950061482142494,539.35,0
Kepler-260 c,76.050178,0.35129610953861606,539.35,0
KELT-10 b,4.166286,0.0525,183.0,0
Gliese 3634 b,2.64561,0.0287,19.8,0
HD 156279 b,131.05,0.495,36.6,0
Kepler-247 c,9.439452000000001,0.0874119962678267,695.58,0
Kepler-247 d,20.477912,0.14648628501955402,695.58,0
Kepler-247 b,3.33616,0.0436956057392507,695.58,0
Kepler-166 b,7.650253999999999,0.07598428012991244,639.62,0
Kepler-166 c,34.260281,0.20644314379806045,639.62,0
Kepler-166 d,1.55400393,0.026256767512966767,639.62,0
Kepler-8 b,3.5225400000000002,0.0483,1330.0,0
HAT-P-56 b,2.7908327,0.0423,310.5,0
Kepler-266 b,6.61833,0.06898777351102794,1577.36,0
Kepler-266 c,107.723601,0.44307824349109876,1577.36,0
HD 12661 b,263.6,0.83,37.16,0
HD 12661 c,1708.0,2.56,37.16,0
Kepler-213 b,2.46236,0.03568679521152664,702.35,0
Kepler-213 c,4.822962,0.055866192953414606,702.35,0
HD 128311 b,460.1,1.1663834241136277,16.6,0
HD 128311 c,910.7,1.8387530578961342,16.6,0
WASP-49 b,2.7817387000000005,0.0379,170.0,0
Kepler-44 b,3.2467292999999997,0.0446,2250.0,0
HD 72892 b,39.475,0.228,72.78,0
WASP-138 b,3.634433,0.0494,308.0,0
Kepler-242 b,8.20395,0.07960772020366909,859.95,0
Kepler-242 c,14.496481,0.11635406949288407,859.95,0
Kepler-170 b,7.930592,0.07782938319769295,849.82,0
Kepler-170 c,16.665863,0.12769044149191147,849.82,0
CVSO 30 b,0.448413,0.00838,330.0,0
CVSO 30 c,6221243.625594926,662.0,330.0,0
HD 175167 b,1290.0,2.4,67.02,0
Kepler-94 b,2.50806,0.03612699160502623,223.0,0
Kepler-94 c,820.3,1.7149639344449148,223.0,0
TYC 3667-1280-1 b,26.468000000000004,0.21,481.0,0
HD 202206 b,255.87,0.83,46.34,0
HD 202206 c,1383.4,2.55,46.34,0
EPIC 201828749 b,33.51569,0.1875,146.0,3
HD 131664 b,1951.0,3.17,55.43,1
wasp-92 b,2.1746742,0.0348,530.0,0
OGLE-2015-BLG-0954L b,480.13359390902855,1.2,600.0,0
Kepler-395 c,34.989262,0.2093612833704367,537.21,0
Kepler-395 b,7.054346000000001,0.07198538884819079,537.21,0
HD 9174 b,1179.0,2.2,78.93,0
EPIC 201855371 b,17.96753,0.11900000000000001,134.0,0
HD 66428 b,2293.0,3.471,54.9,0
WASP-33 b,1.21986967,0.025580000000000002,116.0,0
Gliese 3293 b,30.6,0.1434,18.2,0
Gliese 3293 d,123.98,0.3644,18.2,0
Gliese 3293 c,48.14,0.1939,18.2,1
Kepler-91 b,6.24668005,0.0726,1030.0,0
HD 27631 b,2208.0,3.25,45.5,0
EPIC 201403446 b,19.15344,0.1408,362.0,3
Kepler-277 b,17.324,0.13103036987812397,951.43,0
Kepler-277 c,33.006,0.20137325055799943,951.43,0
Kepler-58 b,10.218558,0.09215797565725162,1302.83,0
Kepler-58 c,54.15574300000001,0.28013639099788445,1302.83,0
Kepler-58 d,40.101371,0.22928694652142453,1302.83,0
OGLE-2012-BLG-0950L b,1620.4508794429719,2.7,3000.0,0
Kepler-245 b,7.490189999999999,0.07492068506372852,919.92,0
Kepler-245 d,36.277108,0.21446756562219052,919.92,0
Kepler-245 c,17.460812,0.1317193183253277,919.92,0
Kepler-245 e,3.21982106,0.04267376959521684,919.92,0
NY Virginis (AB) b,2900.0,3.3,613.18,4
HD 219077 b,5501.0,6.22,29.0,0
HW Vir (AB) b,4640.0,4.69,181.0,5
WASP-13 b,4.3530135,0.05379,155.0,0
HD 215152 b,7.2825,0.0652,21.5,0
HD 215152 c,10.866,0.0852,21.5,0
18 Del b,993.3,2.6,75.3,0
Kepler-210 c,7.9725,0.037102328510000004,265.15,0
Kepler-210 b,2.4532,0.014207696090000001,265.15,0
HD 210702 b,354.8,1.2,54.9,0
HD 165155 b,434.5,1.13,64.98,0
HD 210277 b,442.1,1.1,21.29,0
WASP-135 b,1.4013794,0.0243,300.0,0
HIP 67537 b,2592.5,4.96,112.6,0
Gliese 15 A b,11.4433,0.0717,3.5869999999999997,2
HD 330075 b,3.3877300000000004,0.039,50.2,0
HAT-P-55 b,3.6082215587042157,0.04604,480.0,0
Kepler-45 b,2.4552389999999997,0.027000000000000003,333.0,0
WASP-121 b,1.2749255,0.02544,270.0,0
Kepler-25 b,6.238536900000001,0.068,191.0,0
Kepler-25 c,12.720367800000002,0.11,191.0,0
Kepler-25 d,123.0,0.48403480509117747,191.0,0
WASP-70 A b,3.7130203,0.048530000000000004,245.0,2
HD 102956 b,6.495,0.081,126.0,0
WTS-1 b,3.35,0.047,3200.0,0
HD 66141 b,480.5,1.2,80.9,0
CoRoT-2 b,1.7429964,0.0281,300.0,0
HD 176051 b,1016.0,1.76,14.99,0
Kepler-295 b,12.645164,0.10622404316010876,737.84,0
Kepler-295 c,21.526258,0.1514440485265887,737.84,0
Kepler-295 d,33.884054,0.20492900294490565,737.84,0
XO-5 b,4.1877537,0.0487,255.0,0
EPIC 201367065 b,10.05449,0.0769,45.0,0
EPIC 201367065 c,24.643539999999998,0.1399,45.0,0
EPIC 201367065 d,44.55983,0.2076,45.0,0
Kepler-229 c,16.068638,0.12462138155540377,949.11,0
Kepler-229 d,41.194912,0.23343657534583864,949.11,0
Kepler-229 b,6.252972,0.06642488934038569,949.11,0
HD 9446 b,30.052,0.18899999999999997,53.0,0
HD 9446 c,192.9,0.654,53.0,0
HD 125612 b,502.0,1.37,52.82,0
HD 125612 c,4.1547,0.05,52.82,0
HD 125612 d,3008.0,4.2,52.82,0
Kepler-362 c,37.866281,0.22068608613584043,648.69,0
Kepler-362 b,10.327186,0.09280994521102721,648.69,0
Kepler-241 b,12.718092,0.10663206632872682,595.71,0
Kepler-241 c,36.065978,0.21363463313538203,595.71,0
Kepler-102 e,16.1457,0.12501950337435047,119.3,0
Kepler-102 d,10.3117,0.0927171406946117,119.3,0
Kepler-102 f,27.4536,0.178103608259011,119.3,0
Kepler-102 c,7.07142,0.0721014953600581,119.3,0
Kepler-102 b,5.28696,0.059394176701025835,119.3,0
HAT-P-37 b,2.7974360000000003,0.0378,411.0,0
EPIC 218916923 b,28.38229,0.1811,152.0,0
WASP-8 b,8.158714999999999,0.0801,87.0,2
HR 810 b,320.1,0.925,17.17,0
HAT-P-29 b,5.72318,0.0667,322.0,0
HD 4732 b,360.2,1.19,56.5,0
HD 4732 c,2732.0,4.6,56.5,0
WASP-140 b,2.2359835,0.0323,180.0,0
HD 1666 b,270.0,0.94,110.6,0
Kepler-434 b,12.874709900000001,0.1143,1240.0,0
Kepler-203 b,3.162697,0.0421675376477514,800.07,0
Kepler-203 c,5.370647,0.060019299501005645,800.07,0
Kepler-203 d,11.32972,0.09872321761301898,800.07,0
HAT-P-22 b,3.21222,0.0414,82.0,0
Kepler-261 b,10.381227,0.09313343947152256,359.31,0
Kepler-261 c,24.570857999999998,0.16540681467731408,359.31,0
HATS-10 b,3.312846,0.044910000000000005,496.0,0
HD 68402 b,1103.0,2.18,78.0,0
HATS-5 b,4.763387000000001,0.0542,257.0,0
Kepler-38 (AB) b,105.595,0.4644,3500.0,4
Kepler-52 c,16.384888,0.12625119620054012,356.41,0
Kepler-52 b,7.877407000000001,0.07748102784812279,356.41,0
Kepler-52 d,36.445171,0.21512943920319183,356.41,0
KOI-206 b,5.33408384,0.0679,1870.0,0
TrES-4 A b,3.55392771,0.0516,485.0,2
CFBDS 1458 b,9855.0,2.6,23.1,0
MOA-2007-BLG-400-L b,286.23228210722925,0.85,6000.0,0
HD 17156 b,21.2163979,0.1623,78.24,0
HD 1461 b,5.7727,0.063438,23.4,0
HD 1461 c,13.505,0.1117,23.4,0
WASP-31 b,3.405909,0.04657,400.0,0
BD-08 2823 b,5.6,0.055999999999999994,42.5,0
BD-08 2823 c,237.6,0.68,42.5,0
Gliese 876 b,61.086999999999996,0.21858899999999998,4.69,0
Gliese 876 c,30.0766,0.135985,4.69,0
Gliese 876 d,1.93787,0.0218393,4.69,0
Gliese 876 e,124.72,0.3343,4.69,0
CoRoT-26 b,4.20474,0.0526,1670.0,0
WASP-87 b,1.682795,0.029460000000000004,240.0,0
HD 117618 b,25.826999999999998,0.17600000000000002,38.0,0
HD 117618.02,318.0,0.93,38.0,1
EPIC 201338508 c,10.93241,0.0818,181.0,0
EPIC 201338508 b,5.73594,0.0532,181.0,0
GJ 682 b,17.477999999999998,0.08,5.079,1
GJ 682 c,57.32,0.17600000000000002,5.079,1
HD 154857 b,408.6,1.291,64.2,0
HD 154857 c,3452.0,5.36,64.2,0
HD 6718 b,2496.0,3.56,55.9,0
HATS-31 b,3.37796,0.0478,872.0,0
Kepler-54 b,8.01026,0.07834974586532067,499.51,0
Kepler-54 c,12.072389,0.10299164564977437,499.51,0
Kepler-54 d,20.995694,0.1489452553411118,499.51,0
Kepler-370 c,19.02293,0.13946271752323366,1139.98,0
Kepler-370 b,4.57953,0.053970170389658505,1139.98,0
HR 8799 b,166510.0,67.96,39.4,0
HR 8799 c,83255.0,42.81,39.4,0
HR 8799 d,41628.0,26.97,39.4,0
HR 8799 e,20816.0,16.99,39.4,0
Kapteyn b,48.61600000000001,0.168,3.91,1
Kapteyn c,121.54,0.311,3.91,0
MOA-2008-BLG-379L b,2189.5815978315354,3.3,3300.0,0
Kepler-149 b,29.198943,0.18557434533287326,588.12,0
Kepler-149 d,160.018032,0.5768361464083523,588.12,0
Kepler-149 c,55.328328000000006,0.2841656294362816,588.12,0
Kepler-188 c,5.996553,0.06459629877578876,1201.9,0
Kepler-188 b,2.061897,0.031704275125418874,1201.9,0
HAT-P-36 b,1.327,0.0238,317.0,0
HIP 65891 b,1084.5,2.81,136.0,0
HD 63454 b,2.8180490000000002,0.036000000000000004,35.8,0
HD 4113 b,526.62,1.28,44.0,0
Kepler-216 c,17.406669,0.13144688464822857,994.93,0
Kepler-216 b,7.693641,0.07627129645279147,994.93,0
83 Leonis B b,17.054000000000002,0.12186,17.79,2
83 Leonis B c,4970.0,5.4,17.79,2
HIP 5158 b,345.63,0.89,45.0,0
HIP 5158 c,9018.0,7.7,45.0,0
Kepler-154 b,33.040532,0.20151368177449994,882.88,0
Kepler-154 c,62.303276000000004,0.30757221883814506,882.88,0
Kepler-154 d,20.54981883,0.14682900256029036,882.88,0
Kepler-154 e,3.93276465,0.04876091223548269,882.88,0
Kepler-154 f,9.91935684,0.09035014617452482,882.88,0
Kepler-379 c,62.784696999999994,0.30915460415810814,758.7,0
Kepler-379 b,20.09838,0.14467068985399484,758.7,0
HD 173416 b,323.6,1.16,135.0,0
HAT-P-6 b,3.8530029999999997,0.05235,200.0,0
Kepler-226 c,5.3495550000000005,0.05986205499251636,1017.85,0
Kepler-226 b,3.9409970000000003,0.04882893511774294,1017.85,0
Kepler-226 d,8.109044,0.07899257809638534,1017.85,0
Kepler-400 b,9.024389,0.08483044045032573,716.62,0
Kepler-400 c,17.340823999999998,0.13111518856093926,716.62,0
Kepler-113 c,8.92507,0.08420688541330441,255.9,0
Kepler-113 b,4.754,0.05533237376012625,255.9,0
Kepler-454 b,10.57375339,0.0954,200.0,0
Kepler-454 c,523.9,1.286,200.0,0
KOI-285 b,13.748933,0.11800000000000001,367.56,0
KOI-285 c,26.72311,0.184,367.56,0
KOI-285 d,49.3568,0.278,367.56,0
HD 13189 b,471.6,1.85,185.0,0
HAT-P-27 b,3.039577,0.04,204.0,0
Kepler-405 c,29.726682,0.18780369894810187,1513.02,0
Kepler-405 b,10.613839,0.09451952141556304,1513.02,0
Kepler-29 b,10.33,0.09,1246.0,0
Kepler-29 c,13.2907,0.11,1246.0,0
Kepler-21 b,2.785755,0.042509,112.9,2
HAT-P-52 b,2.7535952999999997,0.03694,385.0,0
Kepler-403 b,7.031461999999999,0.07182962618681117,605.63,0
Kepler-403 c,54.280749,0.28056731201014495,605.63,0
Kepler-403 d,13.61159129,0.11156957628844306,605.63,0
Kepler-389 b,3.244107,0.04288808256617447,1101.76,0
Kepler-389 c,14.511429999999999,0.11643404651978134,1101.76,0
HD 73534 b,1800.0,3.15,96.99,0
HD 178911 B b,71.487,0.32,46.73,2
HD 65216 b,613.1,1.37,34.3,0
HD 65216 c,5542.0,6.128923461675954,34.3,0
HAT-P-42 b,4.641876,0.0575,447.0,0
DP Leo b,10230.0,8.19,400.0,4
HD 216435 b,1311.0,2.56,33.3,0
CoRoT-16 b,5.35227,0.0618,840.0,0
Kepler-252 c,10.848463,0.09590737217862078,337.11,0
Kepler-252 b,6.668391000000001,0.06933521842756829,337.11,0
HD 11964 A b,1945.0,3.16,33.98,2
HD 11964 A c,37.91,0.22899999999999998,33.98,2
WASP-50 b,1.955096,0.02945,230.0,0
Kepler-331 b,8.457496,0.08123958900754032,466.86,0
Kepler-331 c,17.28111,0.1308140143777275,466.86,0
Kepler-331 d,32.134328000000004,0.19781201419430397,466.86,0
HD 209458 b,3.52474859,0.04747,47.0,0
KOI-135 b,3.02409309,0.0444,1950.0,0
WASP-72 b,2.21672,0.03655,340.0,0
Gamma Leonis b,428.5,1.19,38.5,2
HD 27894 b,17.991,0.122,42.37,0
Kepler-381 c,13.391635,0.11036437785590364,243.23,0
Kepler-381 b,5.629021,0.061929146716699836,243.23,0
HD 129445 b,1840.0,2.9,67.61,0
Kepler-208 b,4.22864,0.05117686276571818,925.47,0
Kepler-208 c,7.466622999999999,0.07476344980118804,925.47,0
Kepler-208 e,16.259458,0.12560605046703827,925.47,0
Kepler-208 d,11.131786,0.09757002496376434,925.47,0
EPIC 201393098 b,28.679920000000003,0.1814,433.0,0
HD 33283 b,18.179000000000002,0.168,86.0,0
Kepler-114 c,8.041348,0.07855233305441382,267.07,0
Kepler-114 b,5.188549,0.0586548324575922,267.07,0
Kepler-114 d,11.776133999999999,0.10129974283057741,267.07,0
Kepler-85 b,8.305738,0.08026483831669216,804.74,0
Kepler-85 c,12.512597999999999,0.10548033770483518,804.74,0
Kepler-85 d,17.91323,0.13398487796205052,804.74,0
Kepler-85 e,25.216751000000002,0.168292955329005,804.74,0
Kepler-256 c,3.3880199999999996,0.044147267412298734,1394.65,0
Kepler-256 d,5.8391720000000005,0.06346106590748835,1394.65,0
Kepler-256 b,1.620493,0.027000467873942766,1394.65,0
Kepler-256 e,10.681572000000001,0.09492121714815702,1394.65,0
HD 30669 b,1684.0,2.69,57.1,0
Gliese 221 b,125.06,0.44799999999999995,20.0,0
Gliese 221 c,3.8731,0.044000000000000004,20.0,0
HD 181720 b,956.0,1.78,56.0,0
HD 16417 b,17.24,0.14,25.5,0
Kepler-267 b,3.353728,0.04384887022018712,415.67,0
Kepler-267 c,6.87745,0.07077689042795066,415.67,0
Kepler-267 d,28.464515000000002,0.18244937326201013,415.67,0
HD 69830 b,8.667,0.0785,12.6,0
HD 69830 c,31.56,0.18600000000000003,12.6,0
HD 69830 d,197.0,0.63,12.6,0
WASP-12 b,1.0914222,0.022930000000000002,250.0,2
HD 23596 b,1565.0,2.88,52.0,0
OGLE-TR-132 b,1.689868,0.03,1500.0,0
Gliese 433 b,7.3697,0.06,9.04,0
Gliese 433 c,3400.0,3.6,9.04,1
Kepler-380 b,3.930821,0.048744845174308236,811.74,0
Kepler-380 c,7.630004,0.07585013545270755,811.74,0
HD 67087 b,352.2,1.08,88.8,0
HD 67087 c,2374.0,3.86,88.8,0
WASP-84 b,8.5234865,0.0775,125.0,0
Kepler-98 b,1.54168,0.026117764957385516,437.2,0
HD 43691 b,36.96,0.24,93.2,0
WASP-104 b,1.7554136999999999,0.02918,143.0,0
HD 46375 A b,3.0239999999999996,0.040999999999999995,33.4,2
Kepler-171 b,4.166972,0.0506780899952558,854.42,0
Kepler-171 c,11.463462,0.09949861772254964,854.42,0
Kepler-171 d,39.595519,0.22735466871473717,854.42,0
HD 147018 b,44.236000000000004,0.2388,42.96,0
HD 147018 c,1008.0,1.922,42.96,0
CoRoT-20 b,9.2,0.0902,1230.0,0
Kepler-346 b,6.511127,0.06824077669317796,1384.64,0
Kepler-346 c,23.851549,0.1621626786287025,1384.64,0
Kepler-323 c,3.5538220000000003,0.045576079564873355,499.35,0
Kepler-323 b,1.6783270000000001,0.027639121677472324,499.35,0
HD 136418 b,464.3,1.32,98.2,0
Kepler-232 b,4.431222,0.052798573514404416,1323.08,0
Kepler-232 c,11.379349000000001,0.0990113073748723,1323.08,0
HD 98219 b,436.9,1.23,134.0,0
TrES-2,2.4706134019999997,0.03556,213.0,2
Kepler-398 b,4.081423,0.049982071942199786,187.15,0
Kepler-398 c,11.419412,0.09924356237588558,187.15,0
Kepler-398 d,6.83437001,0.07048101915524652,187.15,0
HATS-23 b,2.1605156,0.03397,747.0,0
HD 25171 b,1845.0,3.02,55.0,0
HD 109271 b,7.8543,0.079,62.0,0
HD 109271 c,30.93,0.196,62.0,0
WASP-2 A b,2.15222144,0.03138,165.8,2
WASP-109 b,3.3190233,0.0463,330.0,0
MOA-2010-BLG-477L b,1033.083007313546,2.0,2300.0,0
K2-39 b,4.60543,0.062,255.0,0
HD 180314 b,396.03,1.4,132.0,0
HD 217107 b,7.1268460000000005,0.07505,19.86,0
HD 217107 c,5189.0,6.074,19.86,0
Kepler-349 b,5.929778,0.06411586019494,987.72,0
Kepler-349 c,12.247629,0.10398591840820524,987.72,0
beta Pic b,8167.0,9.25,19.3,0
HD 153950 b,499.4,1.28,49.5,0
Kepler-240 c,7.9535279999999995,0.07797937077274253,840.27,0
Kepler-240 b,4.144495,0.050495684489786447,840.27,0
HD 204941 b,1733.0,2.56,27.0,0
Kepler-440 b,101.11140999999999,0.242,261.0,0
11 Com b,326.03,1.29,88.9,0
HD 149026 b,2.8758916,0.04288,78.9,0
HD 96167 b,498.9,1.3,84.0,0
NGC 4349 No 127 b,677.8,2.38,2176.0,7
WASP-90 b,3.916243,0.0562,340.0,0
HD 101930 b,70.46,0.302,30.49,0
Kepler-219 b,4.5855120000000005,0.054017159100019,953.85,0
Kepler-219 c,22.714613,0.15696762174230128,953.85,0
Kepler-219 d,47.903645000000004,0.2581381681223489,953.85,0
KELT-12 b,5.03145,0.0671,360.0,0
HIP 41378 b,15.5712,0.12203598350487382,116.0,0
HIP 41378 c,31.6978,0.19601648518706916,116.0,0
HIP 41378 d,157.0,0.5695601799132162,116.0,0
HIP 41378 e,131.0,0.5048015898543011,116.0,0
HIP 41378 f,324.0,0.9232157191549343,116.0,0
Kepler-439 b,178.1396,0.563,693.0,0
LkCa 15 b,40000.0,22.890037868004416,145.0,0
HD 13808 b,14.182,0.1017,28.6,0
HD 13808 c,53.832,0.2476,28.6,0
HD 175607 b,8.98,0.0845520369546398,45.27,0
HD 175607 c,1336.61,2.374704932273095,45.27,1
HIP 63242 b,124.6,0.565,135.0,0
HD 113337 b,324.0,0.92,36.9,0
KOI-188 b,3.79701816,0.0464,650.0,0
Kepler-174 b,13.98179,0.11358344416391952,360.14,0
Kepler-174 c,44.000529,0.24391871054401443,360.14,0
Kepler-174 d,247.35372999999998,0.771173610143972,360.14,0
HD 142245 b,1299.0,2.77,109.0,0
WASP-18 b,0.9414518,0.02047,100.0,0
iota Draconis b,510.702,1.275,31.5,0
HD 113538 b,663.2,1.24,15.87,0
HD 113538 c,1818.0,2.44,15.87,0
HD 102117 b,20.67,0.1532,42.0,0
HIP 74890 b,822.3,2.1,91.6,0
Kepler-306 c,7.240193,0.07324420661790834,772.83,0
Kepler-306 b,4.646186,0.05449260606236849,772.83,0
Kepler-306 d,17.326644,0.131043701498463,772.83,0
Kepler-306 e,44.840975,0.24701493651633774,772.83,0
HD 166724 b,5144.0,5.42,42.3,0
WASP-65 b,2.3114242999999997,0.0334,310.0,0
WASP-7 b,4.9546415999999995,0.0617,140.0,0
HD 147513 A b,528.4,1.32,12.9,2
HD 89307 b,2199.0,3.34,30.9,0
EPIC 201549860 b,5.6084,0.0555,249.0,3
HIP 68468 b,1.8372,0.029743000000000002,87.8,0
HIP 68468 c,194.0,0.665,87.8,0
WASP-85 A b,2.6556777,0.039,128.0,2
HD 114762 b,83.9151,0.353,39.46,2
Kepler-198 b,17.790036999999998,0.13336987715620796,516.78,0
Kepler-198 c,49.567415999999994,0.26408113007033823,516.78,0
Kepler-198 d,1.31184443,0.02345280219697314,516.78,0
EPIC 201617985 b,7.281610000000001,0.0586,111.0,1
HD 33142 b,326.6,1.06,126.0,0
HD 45364 b,226.93,0.6813,32.6,0
HD 45364 c,342.85,0.8972,32.6,0
Kepler-120 b,6.312501,0.06684580487243695,267.74,0
Kepler-120 c,12.794585000000001,0.10705919811900241,267.74,0
BD-10 3166 b,3.48777,0.0427,65.19,0
omi CrB b,187.83,0.83,82.8,0
Kepler-390 b,6.738088,0.06981750144204864,429.55,0
Kepler-390 c,13.060022,0.1085348280669918,429.55,0
HD 984 b,27893.24119746574,18.0,47.1,0
HD 219134 b,3.0931,0.038474,6.546,0
HD 219134 c,6.7635,0.064816,6.546,0
HD 219134 d,22.805,0.14574,6.546,0
HD 219134 e,46.71,0.23508,6.546,0
HD 219134 f,94.2,0.3753,6.546,0
HD 219134 g,2247.0,3.11,6.546,0
KOI-523.02,36.855,0.21673919730365016,1387.37,0
KOI-523.01,49.412,0.26352883296475654,1387.37,0
61 Vir b,4.215,0.050200999999999996,8.52,0
61 Vir c,38.021,0.2175,8.52,0
61 Vir d,123.01,0.47600000000000003,8.52,0
CoRoT-13 b,4.03519,0.051,1310.0,0
Kepler-352 c,16.332995,0.1259844863531558,279.58,0
Kepler-352 b,10.05537,0.09117418447129398,279.58,0
HD 205739 b,279.8,0.8959999999999999,90.3,0
HD 137388 b,330.0,0.89,38.0,0
HD 102195 b,4.113775,0.049,28.98,0
Kepler-201 b,25.672082999999997,0.17031278697144547,608.78,0
Kepler-201 c,151.884058,0.5571190107196533,608.78,0
NN Ser (AB) c,5654.6797,5.388999999999999,500.0,4
NN Ser (AB) d,2793.0,3.358,500.0,4
Kepler-393 b,9.182417,0.0858178950463237,788.49,0
Kepler-393 c,14.613612,0.11697998603672023,788.49,0
6 Lyn b,874.7739999999999,2.18,55.8,0
Kepler-368 b,26.84768,0.17547329265764836,765.99,0
Kepler-368 c,72.379334,0.3398987535766794,765.99,0
Kepler-452 b,384.843,1.046,430.0,0
Kepler-238 e,23.653647,0.16126443193663523,1659.85,0
Kepler-238 d,13.233548999999998,0.10949410468447157,1659.85,0
Kepler-238 c,6.155557,0.06573319698789556,1659.85,0
Kepler-238 b,2.0908759999999997,0.03200064279176565,1659.85,0
