,PlanetIdentifier,TypeFlag,RightAscension,DeclinationAccurate,RightAscensionInDegrees,AngleBtwEarthExoplanetInDeg,DistFromEarthParsec
595,Kepler-256 b,0,70219.0,46.09722222222222,292.57916690073,50.54435433603355,1394.65
596,Kepler-256 e,0,70219.0,46.09722222222222,292.57916690073,50.54435433603355,1394.65
597,HD 30669 b,0,17308.48561,-27.580702805555553,72.11869009936161,73.16458796373679,57.1
598,Gliese 221 b,0,21180.0,-4.005277777777778,88.2500000706,31.224036052010216,20.0
599,Gliese 221 c,0,21180.0,-4.005277777777778,88.2500000706,31.224036052010216,20.0
600,HD 181720 b,0,69773.0,-31.08083333333333,290.72083356590997,119.08633592478672,56.0
601,Kepler-613 b,0,67869.0,46.245,282.78750022622995,50.96963709576757,
602,Kepler-1486 b,0,69742.0,45.439722222222215,290.59166689913997,72.97185188408751,
603,HD 16417 b,0,9419.0,-33.42194444444444,39.24583336473,109.03938538782282,25.5
604,Kepler-267 b,0,71959.0,47.157222222222224,299.82916690652996,78.22282716748927,415.67
605,Kepler-267 c,0,71959.0,47.157222222222224,299.82916690652996,78.22282716748927,415.67
606,Kepler-267 d,0,71959.0,47.157222222222224,299.82916690652996,78.22282716748927,415.67
607,Kepler-1442 b,0,69901.0,48.846944444444446,291.25416689967,112.98337053698391,
608,HD 69830 b,0,29903.0,-11.368055555555555,124.59583343300999,53.76565999981668,12.6
609,HD 69830 c,0,29903.0,-11.368055555555555,124.59583343300999,53.76565999981668,12.6
