,PlanetIdentifier,TypeFlag,RightAscension,DeclinationAccurate,RightAscensionInDegrees,AngleBtwEarthExoplanetInDeg,DistFromEarthParsec
2613,Kepler-648 b,0,68136.0,45.01694444444444,283.90000022711996,54.14932419881587,
2614,HD 60532 b,0,27243.0,-21.703888888888887,113.51250009081,39.9416539147551,25.7
2615,HD 60532 c,0,27243.0,-21.703888888888887,113.51250009081,39.9416539147551,25.7
2616,Kepler-1243 b,0,70562.0,42.880833333333335,294.00833356853997,87.45504277556648,
2617,Kepler-952 b,0,68489.0,41.99388888888889,285.37083356163,136.78020115339027,
2618,EPIC 201736247 b,0,42746.591,4.254747222222222,178.11079597582196,139.23766788122262,437.0
2619,Kepler-692 b,0,70746.0,40.15361111111111,294.77500023581996,80.02678502475456,
2620,ROXs 12 b,0,59188.0,-24.543333333333333,246.61666686395998,85.65590997129475,120.0
2621,Kepler-580 b,0,68039.9,40.55277777777778,283.4995835601329,16.233431603493262,
2622,Kepler-353 c,0,71245.0,41.75805555555556,296.85416690414996,89.24015169391446,370.06
2623,Kepler-353 b,0,71245.0,41.75805555555556,296.85416690414996,89.24015169391446,370.06
2624,HD 89744 A b,2,37330.0,41.22944444444445,155.5416667911,150.63127564590198,40.0
2625,Kepler-907 b,0,68514.0,41.632777777777775,285.47500022838,157.72340526349524,
2626,Kepler-1498 b,0,68347.0,44.916666666666664,284.77916689448995,99.4341999942259,
2627,Kepler-31 b,0,70565.0,45.85305555555556,294.02083356854996,51.8420333063183,1790.6
2628,Kepler-31 c,0,70565.0,45.85305555555556,294.02083356854996,51.8420333063183,1790.6
2629,Kepler-31 d,0,70565.0,45.85305555555556,294.02083356854996,51.8420333063183,1790.6
2630,Kepler-99 b,0,71365.0,41.3,297.35416690454997,99.99664061035749,221.3
2631,BD+20 2457 b,0,37004.8635,19.891381666666668,154.18693137334952,54.78078093405071,
2632,BD+20 2457 c,0,37004.8635,19.891381666666668,154.18693137334952,54.78078093405071,
2633,MOA-2009-BLG-387L b,0,64431.0,-32.00972222222222,268.46250021477,81.39835707098985,5700.0
2634,EPIC 201635569 b,0,42733.686,2.5942444444444446,178.0570251424456,121.07238628458649,219.0
2635,Kepler-653 b,0,67731.0,46.717777777777776,282.21250022577,39.27587303503508,
2636,Kepler-653 c,0,67731.0,46.717777777777776,282.21250022577,39.27587303503508,
2637,OGLE-06-109L b,0,64355.0,-29.912222222222223,268.14583354785,63.46622551063464,1510.0
2638,OGLE-06-109L c,0,64355.0,-29.912222222222223,268.14583354785,63.46622551063464,1510.0
2639,Kepler-1555 b,0,69033.0,45.71611111111111,287.63750023011,59.490224849130186,
2640,Kepler-1096 b,0,70730.0,45.96944444444445,294.7083335691,59.777794758842326,
2641,Kepler-158 b,0,68167.0,39.78111111111111,284.02916689388996,73.7928836674012,345.84
2642,Kepler-158 c,0,68167.0,39.78111111111111,284.02916689388996,73.7928836674012,345.84
2643,KIC 5437945 b,0,69233.962,40.65136111111111,288.4748418974465,31.53858159702911,
2644,KOI-3791.02,0,69233.962,40.65136111111111,288.4748418974465,31.53858159702911,
2645,PH-1 A(ab) b,1,71571.0,39.955000000000005,298.21250023857,29.403511173379425,1500.0
2646,Kepler-209 b,0,69880.0,42.64055555555556,291.1666668996,123.69745469954366,604.83
2647,Kepler-209 c,0,69880.0,42.64055555555556,291.1666668996,123.69745469954366,604.83
2648,Kepler-163 c,0,70800.0,46.98722222222222,295.00000023599995,111.85810704244807,788.98
2649,Kepler-163 b,0,70800.0,46.98722222222222,295.00000023599995,111.85810704244807,788.98
2650,MOA-2011-BLG-028L b,0,65004.96,-28.786583333333333,270.8540002166832,8.552570695649488,7380.0
2651,Kepler-1409 b,0,69620.0,51.20861111111111,290.0833335654,31.637711828127042,
2652,Kepler-1261 b,0,68456.0,48.806666666666665,285.23333356152,112.22650555444717,
2653,Kepler-1640 b,0,70694.0,40.85055555555556,294.55833356897995,152.89393339525947,
2654,HAT-P-40 b,0,80523.0,45.4575,335.51250026840995,68.38607471935227,501.0
2655,Kepler-1072 b,0,70091.0,46.32888888888889,292.04583356697,111.20084127536204,
2656,Gliese 687 b,0,63385.89973,68.33914188888889,264.107915752953,86.257451720133,4.5
2657,Kepler-624 b,0,70846.0,39.53972222222222,295.19166690282,76.56772046658624,
2658,Kepler-1393 b,0,68270.0,40.1425,284.4583335609,96.02277167707037,
2659,Kepler-662 b,0,69712.0,47.92916666666667,290.46666689904,87.98172300409627,
2660,Kepler-79 d,0,72124.114,44.38151111111111,300.5171419070803,128.43531983548831,1100.38
2661,Kepler-79 c,0,72124.114,44.38151111111111,300.5171419070803,128.43531983548831,1100.38
2662,Kepler-79 b,0,72124.114,44.38151111111111,300.5171419070803,128.43531983548831,1100.38
2663,Kepler-79 e,0,72124.114,44.38151111111111,300.5171419070803,128.43531983548831,1100.38
2664,Kepler-1143 b,0,68953.0,39.28972222222222,287.30416689650997,67.66315240483634,
2665,Kepler-1143 c,0,68953.0,39.28972222222222,287.30416689650997,67.66315240483634,
2666,HD 9578 b,0,5597.0,-37.755,23.320833351989997,152.99722840088504,57.24
2667,Kepler-1554 b,0,68778.0,41.74138888888889,286.57500022925996,151.15356602926533,
2668,Kepler-194 c,0,70073.0,47.86416666666667,291.97083356690996,138.9910161904183,1233.85
2669,Kepler-194 b,0,70073.0,47.86416666666667,291.97083356690996,138.9910161904183,1233.85
2670,Kepler-194 d,0,70073.0,47.86416666666667,291.97083356690996,138.9910161904183,1233.85
2671,HD 44219 b,0,22814.0,-9.275,95.05833340938,52.331150712024055,50.43
2672,OGLE-2012-BLG-0406L b,0,64398.0,-29.52888888888889,268.32500021465995,82.84356062351885,5100.0
2673,Kepler-520 b,0,70363.0,41.617777777777775,293.17916690120995,99.54390255689883,
2674,Kepler-520 c,0,70363.0,41.617777777777775,293.17916690120995,99.54390255689883,
2675,CoRoT-18 b,0,23561.0,0.03166666666666666,98.17083341186999,154.9570053817009,870.0
2676,Kepler-824 b,0,69715.0,39.731944444444444,290.47916689904997,84.34612484997517,
2677,CoRoT-10 b,0,69855.0,0.7461111111111111,291.06250023284997,109.70954293595807,345.0
2678,K2-60 b,0,81265.0,-12.731666666666666,338.60416693754996,137.79904654662175,
2679,Kepler-284 b,0,70355.0,47.72944444444445,293.14583356785,168.3613811517615,1266.39
2680,Kepler-284 c,0,70355.0,47.72944444444445,293.14583356785,168.3613811517615,1266.39
2681,Kepler-248 c,0,70334.0,43.58111111111111,293.05833356778,126.98870287757845,851.1
2682,Kepler-248 b,0,70334.0,43.58111111111111,293.05833356778,126.98870287757845,851.1
2683,Kepler-679 b,0,71045.0,50.56777777777778,296.02083357015,60.50082627595575,
2684,Kepler-1577 b,0,70309.0,47.573055555555555,292.95416690102996,80.12647860142118,
2685,Kepler-351 c,0,68748.0,42.657777777777774,286.45000022915997,111.62646355787166,1448.51
2686,Kepler-351 b,0,68748.0,42.657777777777774,286.45000022915997,111.62646355787166,1448.51
2687,Kepler-351 d,0,68748.0,42.657777777777774,286.45000022915997,111.62646355787166,1448.51
2688,Kepler-550 b,0,71448.0,47.86388888888889,297.70000023816,157.26187551656741,
2689,Kepler-1356 b,0,69839.0,43.24388888888889,290.99583356613,76.69304240424644,
2690,14 And b,0,84677.41346,39.236197000000004,352.82255636559137,68.81733583810419,79.2
2691,Kepler-317 b,0,70786.0,39.03194444444444,294.94166690262,78.14947365067073,1142.05
2692,Kepler-317 c,0,70786.0,39.03194444444444,294.94166690262,78.14947365067073,1142.05
2693,Kepler-700 b,0,68917.0,41.56583333333333,287.15416689639,134.71975337956715,
2694,Kepler-1615 b,0,68726.0,42.2275,286.35833356242,112.04235835428983,
2695,GU Psc b,0,4355.0,17.065555555555555,18.145833347849997,114.62330353706682,48.0
2696,Kepler-931 b,0,71312.0,42.76833333333333,297.13333357104,119.6562567608453,
2697,Kepler-883 b,0,68744.0,50.30027777777777,286.43333356247996,135.5049488988305,
2698,MOA-2010-BLG-073L b,0,65411.0,-25.477222222222224,272.54583355137,65.5785496441153,2800.0
2699,HD 216437 b,0,82479.0,-69.9263888888889,343.66250027493,143.2901010721097,26.5
2700,Kepler-1396 b,0,70641.0,44.91833333333333,294.33750023547,102.9628860104601,
2701,HD 192699 b,0,72966.00508,4.580792694444444,304.0250214098867,106.03593121456385,65.6
2702,HD 222155 b,0,85080.0,48.99638888888889,354.50000028359995,128.9660400702312,49.1
2703,Kepler-1304 b,0,68466.0,39.44694444444444,285.27500022822,60.70082368947473,
2704,EPIC 201546283 b,0,41163.639,1.230738888888889,171.51516263721214,48.75734085427157,251.0
2705,Kepler-274 b,0,70301.0,38.477222222222224,292.92083356767,105.99612384172673,1253.43
2706,Kepler-274 c,0,70301.0,38.477222222222224,292.92083356767,105.99612384172673,1253.43
2707,Kepler-1150 b,0,71214.0,49.532777777777774,296.72500023737996,113.64301636286717,
2708,Kepler-622 b,0,68275.0,40.933055555555555,284.47916689425,157.65253384774573,
2709,EPIC 201505350 c,0,41990.477,0.603575,174.96032097330158,102.98557909441888,291.0
2710,EPIC 201505350 b,0,41990.477,0.603575,174.96032097330158,102.98557909441888,291.0
2711,EPIC 201505350 d,0,41990.477,0.603575,174.96032097330158,102.98557909441888,291.0
2712,WASP-139 b,0,11895.0,-40.30222222222223,49.56250003965,118.0911906330427,230.0
2713,Kepler-221 c,0,71197.0,46.835,296.65416690398996,140.12026357138055,428.3
2714,Kepler-221 d,0,71197.0,46.835,296.65416690398996,140.12026357138055,428.3
2715,Kepler-221 e,0,71197.0,46.835,296.65416690398996,140.12026357138055,428.3
2716,Kepler-221 b,0,71197.0,46.835,296.65416690398996,140.12026357138055,428.3
2717,Kepler-1392 b,0,69304.0,46.394444444444446,288.76666689767995,70.07992316305653,
2718,HD 190984 b,0,72691.0,-63.379444444444445,302.87916690897,90.68750931648898,103.0
2719,Kepler-876 b,0,68035.0,43.38388888888889,283.47916689345,98.88705690160037,
2720,MOA-2013-BLG-605L b,0,64722.85,-28.601761111111113,269.6785418824095,40.0829502807884,3600.0
2721,Kepler-1425 b,0,70788.0,43.0125,294.95000023596,82.63848235412046,
2722,Kepler-915 b,0,69742.0,45.73722222222222,290.59166689913997,57.11514241077823,
2723,WASP-26 b,0,1105.0,-14.732777777777777,4.60416667035,79.31215892875976,250.0
2724,WASP-110 b,0,73409.55,-43.941583333333334,305.8731252446985,56.262420871174555,320.0
2725,Kepler-1008 b,0,71171.0,44.94194444444444,296.54583357057,46.21635573985385,
2726,HD 212301 b,0,80850.0,-76.28222222222222,336.8750002695,126.79520372977815,52.7
2727,GJ 273 b,0,26844.0,5.225833333333333,111.85000008947999,83.77186203019339,3.8
2728,GJ 273 c,0,26844.0,5.225833333333333,111.85000008947999,83.77186203019339,3.8
2729,Kepler-309 b,0,71402.0,46.961111111111116,297.50833357133996,49.607982376060555,581.27
2730,Kepler-309 c,0,71402.0,46.961111111111116,297.50833357133996,49.607982376060555,581.27
2731,HD 177830 A b,2,68720.77341,25.92066102777778,286.3365561040692,34.717907325274076,59.0
2732,HD 177830 A c,2,68720.77341,25.92066102777778,286.3365561040692,34.717907325274076,59.0
2733,Kepler-1444 b,0,68479.0,42.04055555555556,285.32916689493,93.73794255706167,
2734,WASP-117 b,0,8826.0972,-49.71545722222223,36.77540502942033,110.31930970358854,
2735,Kepler-480 b,0,70671.0,49.765,294.46250023556996,114.84928770181813,
2736,K2-31 b,0,58906.0,-22.547777777777778,245.44166686301998,101.81880902396163,
2737,Kepler-754 b,0,70381.0,37.846111111111114,293.25416690126997,50.87708547659095,
2738,Kepler-1004 b,0,71366.0,49.7975,297.35833357122,59.10235783779024,
2739,Kepler-109 b,0,69694.263,40.284905555555554,290.3927627323142,103.15087879086627,468.1
2740,Kepler-109 c,0,69694.263,40.284905555555554,290.3927627323142,103.15087879086627,468.1
2741,Kepler-1544 b,0,71348.0,49.212500000000006,297.28333357116,84.44780514505484,
2742,Kepler-392 b,0,69278.0,43.36805555555556,288.65833356426,148.3926700047657,659.81
2743,Kepler-392 c,0,69278.0,43.36805555555556,288.65833356426,148.3926700047657,659.81
2744,2M 044144 b,2,16905.652,23.03279722222222,70.44021672301882,105.35072564560676,145.0
2745,Kepler-1005 b,0,68709.0,43.32055555555556,286.28750022903,62.12191885762876,
2746,Kepler-1167 b,0,71593.0,47.693888888888885,298.30416690530996,164.80135093474485,
2747,Kepler-1327 b,0,69376.0,50.461111111111116,289.06666689791996,66.14024494866925,
2748,Kepler-481 b,0,70058.0,49.261944444444445,291.90833356686,112.29068284894922,
2749,Kepler-1548 b,0,68993.0,46.080555555555556,287.47083356330995,72.91403708871809,
2750,WASP-43 b,0,37178.0,-8.19361111111111,154.90833345726,108.20402202638083,80.0
2751,Kepler-781 b,0,69037.0,47.414722222222224,287.65416689679,100.55797650957653,
2752,Kepler-1030 b,0,70484.0,45.8175,293.68333356828,52.150887747827255,
2753,HAT-47 b,0,9194.0,30.360555555555557,38.30833336398,86.20215710393038,268.0
2754,Gliese 581 b,0,55166.0,-6.277777777777778,229.85833351722,138.18963518163747,6.21
2755,Gliese 581 c,0,55166.0,-6.277777777777778,229.85833351722,138.18963518163747,6.21
2756,Gliese 581 d,0,55166.0,-6.277777777777778,229.85833351722,138.18963518163747,6.21
2757,Gliese 581 e,0,55166.0,-6.277777777777778,229.85833351722,138.18963518163747,6.21
2758,Gliese 581 f,0,55166.0,-6.277777777777778,229.85833351722,138.18963518163747,6.21
2759,Gliese 581 g,0,55166.0,-6.277777777777778,229.85833351722,138.18963518163747,6.21
2760,WASP-93 b,0,2270.0,51.288888888888884,9.4583333409,38.809880597871796,250.0
2761,Kepler-600 b,0,68120.0,41.978611111111114,283.8333335604,104.79097217136166,
2762,KOI-368.01,0,69805.0,42.086666666666666,290.85416689935,94.83096312677723,1200.0
2763,MOA-2010-BLG-328L b,0,64679.0,-29.268055555555556,269.49583354892997,49.54717985958818,810.0
2764,Kepler-1036 b,0,70844.0,49.94583333333333,295.18333356948,72.64475918271022,
2765,HD 16141 A b,2,9319.0,-2.4394444444444447,38.829166697729995,124.17383742277876,35.9
2766,Kepler-314 c,0,70721.0,42.07555555555556,294.67083356907,111.26146408196244,301.17
2767,Kepler-314 b,0,70721.0,42.07555555555556,294.67083356907,111.26146408196244,301.17
2768,HD 8574 b,0,5112.0,28.566666666666666,21.30000001704,94.11283123784615,44.2
2769,Kepler-564 b,0,71241.0,46.62638888888889,296.83750023746995,128.13634337913192,
2770,Kepler-884 b,0,70220.0,49.92305555555555,292.58333356739996,173.171800016877,
2771,Kepler-850 b,0,70340.0,48.57527777777778,293.08333356779997,107.93728921306898,
2772,Kepler-1361 b,0,68056.0,46.90416666666667,283.56666689352,128.28109522398907,
2773,KOI-3680.01,0,70387.574,45.30966944444444,293.28155856795854,62.26368235660157,
2774,CoRoT-11 b,0,67365.0,5.937777777777778,280.68750022455,62.67999957673756,560.0
2775,Kepler-650 b,0,69360.0,45.15416666666667,289.0000002312,81.87338600852422,
2776,Kepler-1385 b,0,67832.0,46.48111111111111,282.63333355943996,19.458357543880137,
2777,WASP-105 b,0,5800.0,-49.65888888888889,24.166666686,75.3690918449907,
2778,Kepler-1500 b,0,69332.0,39.74444444444445,288.88333356443997,79.08826230842007,
2779,Kepler-774 b,0,69848.0,38.21194444444445,291.03333356615997,96.38687864802664,
2780,KOI-55 b,0,71125.0,41.09277777777778,296.35416690374996,41.895164488100875,1180.0
2781,KOI-55 c,0,71125.0,41.09277777777778,296.35416690374996,41.895164488100875,1180.0
2782,Kepler-1125 b,0,70915.0,40.731944444444444,295.47916690305,125.6243920871394,
2783,Kepler-1341 b,0,67323.0,44.159444444444446,280.51250022440996,141.6218050973748,
2784,Kepler-1213 b,0,69477.0,50.94416666666666,289.48750023159,79.7911705486662,
2785,HATS-7 b,0,50125.68,-20.792305555555558,208.85700016708557,94.96904801916004,257.0
2786,Kepler-852 b,0,71374.0,48.56055555555555,297.39166690457995,116.0828599882226,
2787,Gliese 317 b,0,31259.0,-22.54361111111111,130.24583343753,57.90105908409945,15.1
2788,Gliese 317 c,0,31259.0,-22.54361111111111,130.24583343753,57.90105908409945,15.1
2789,HD 189733 A b,2,72043.0,22.710833333333333,300.17916690681,82.93668969417247,19.3
2790,Kepler-1097 b,0,67583.0,42.59638888888889,281.59583355860997,107.94597475515506,
2791,Kepler-993 b,0,70227.0,44.39472222222222,292.61250023408996,114.41385676372579,
2792,Kepler-1420 b,0,71089.0,42.77777777777778,296.20416690363,102.72508656270138,
2793,Kepler-1285 b,0,67640.0,44.155833333333334,281.83333355879995,37.520329731123695,
2794,Kepler-1178 b,0,69229.0,45.80222222222222,288.45416689742996,71.5115860864368,
2795,WASP-80 b,0,72760.0,-1.8544444444444446,303.1666669092,114.25184725558107,60.0
2796,Kepler-376 c,0,69985.0,38.41027777777778,291.60416689995,39.13631627704375,785.94
2797,Kepler-376 b,0,69985.0,38.41027777777778,291.60416689995,39.13631627704375,785.94
2798,Kepler-33 b,0,69378.0,46.005,289.07500023126,41.057207935331014,917.8
2799,Kepler-33 c,0,69378.0,46.005,289.07500023126,41.057207935331014,917.8
2800,Kepler-33 d,0,69378.0,46.005,289.07500023126,41.057207935331014,917.8
2801,Kepler-33 e,0,69378.0,46.005,289.07500023126,41.057207935331014,917.8
2802,Kepler-33 f,0,69378.0,46.005,289.07500023126,41.057207935331014,917.8
2803,Kepler-49 b,0,70150.0,40.59166666666667,292.2916669005,42.80960288358379,385.34
2804,Kepler-49 c,0,70150.0,40.59166666666667,292.2916669005,42.80960288358379,385.34
2805,Kepler-49 d,0,70150.0,40.59166666666667,292.2916669005,42.80960288358379,385.34
2806,Kepler-49 e,0,70150.0,40.59166666666667,292.2916669005,42.80960288358379,385.34
2807,Kepler-938 b,0,70749.0,46.98388888888889,294.78750023582995,73.82308114226663,
2808,HAT-P-31 b,0,65169.0,26.42666666666667,271.53750021723,78.4202348647843,354.0
2809,HD 222582 A b,2,85311.0,-4.014444444444444,355.46250028437,55.37244875063654,42.0
2810,HD 30177 b,0,16914.0,-57.97944444444445,70.47500005638,119.37175628048902,55.0
2811,HD 63765 b,0,28070.0,-53.73583333333333,116.95833342689998,116.23884345012885,32.6
2812,HD 73526 b,0,31036.0,-40.68111111111111,129.31666677011998,113.2948287951301,99.0
2813,HD 73526 c,0,31036.0,-40.68111111111111,129.31666677011998,113.2948287951301,99.0
2814,Kepler-228 d,0,71108.0,48.224444444444444,296.28333357035996,126.060561950718,1736.95
2815,Kepler-228 c,0,71108.0,48.224444444444444,296.28333357035996,126.060561950718,1736.95
2816,Kepler-228 b,0,71108.0,48.224444444444444,296.28333357035996,126.060561950718,1736.95
2817,HD 2638 b,2,1756.10949,-4.089511611111111,7.317122880853698,89.66380313912586,53.71
2818,HATS-9 b,0,69794.28,-19.833694444444447,290.80950023264757,106.75303124317881,622.0
2819,Kepler-900 b,0,71083.0,46.99888888888889,296.17916690361,124.63538697048497,
2820,Kepler-418 b,0,70664.04,38.355450000000005,294.4335002355467,59.112625817265695,
2821,Kepler-1224 b,0,68790.0,37.53722222222222,286.6250002293,41.583719451992366,
2822,Gliese 504 b,0,47807.0,9.424166666666666,199.19583349268999,48.558196129967044,17.56
2823,Kepler-553 b,0,71652.0,48.3325,298.55000023883997,94.26826576550638,
2824,Kepler-553 c,0,71652.0,48.3325,298.55000023883997,94.26826576550638,
2825,Kepler-1237 b,0,70951.0,44.690555555555555,295.62916690316996,45.586995317874816,
2826,EPIC 201596316 b,0,40570.08,1.986838888888889,169.0420001352336,47.35046550975333,2019.0
2827,HD 134606 b,0,54915.0,-69.48027777777777,228.81250018305,129.8125398455943,26.5
2828,HD 134606 c,0,54915.0,-69.48027777777777,228.81250018305,129.8125398455943,26.5
2829,HD 134606 d,0,54915.0,-69.48027777777777,228.81250018305,129.8125398455943,26.5
2830,Kepler-141 c,0,71513.0,47.73166666666667,297.97083357171,88.22249687032318,313.46
2831,Kepler-141 b,0,71513.0,47.73166666666667,297.97083357171,88.22249687032318,313.46
2832,Kepler-882 b,0,70716.0,43.33555555555556,294.65000023572,161.0040457723445,
2833,Kepler-1338 b,0,68170.0,41.69916666666666,284.04166689389996,107.30571909276502,
2834,Kepler-1210 b,0,70280.0,48.21944444444445,292.8333335676,137.16093341380187,
2835,Kepler-1323 b,0,70289.0,46.098888888888894,292.87083356763,35.62165981106607,
2836,Kepler-383 b,0,69922.0,38.363055555555555,291.34166689973995,31.233982364521843,519.82
2837,Kepler-383 c,0,69922.0,38.363055555555555,291.34166689973995,31.233982364521843,519.82
2838,Gliese 176 b,0,16975.77497,18.95816786111111,70.73239576491923,143.00360554463384,9.42
2839,Kepler-1200 b,0,71185.0,44.12916666666667,296.60416690395,38.12787319604407,
2840,Kepler-672 b,0,70013.0,49.48083333333334,291.72083356671,149.53020197193365,
2841,Kepler-1499 b,0,68157.0,41.650277777777774,283.98750022718997,123.44543457681402,
2842,Kepler-660 b,0,69153.0,47.724444444444444,288.13750023051,89.06117262009978,
2843,Kepler-855 b,0,70823.0,43.5375,295.09583356941,175.3855345100064,
2844,Kepler-133 c,0,71346.0,48.32027777777778,297.27500023782,108.34217852292124,587.59
2845,Kepler-133 b,0,71346.0,48.32027777777778,297.27500023782,108.34217852292124,587.59
2846,Kepler-65 b,0,69285.0,41.151111111111106,288.68750023095,83.65747687480408,246.65
2847,Kepler-65 c,0,69285.0,41.151111111111106,288.68750023095,83.65747687480408,246.65
2848,Kepler-65 d,0,69285.0,41.151111111111106,288.68750023095,83.65747687480408,246.65
2849,Kepler-641 b,0,70038.0,42.51611111111111,291.82500023345995,118.77686323926983,
2850,Kepler-1116 b,0,70064.0,44.11555555555556,291.93333356688,106.67474237190298,
2851,Kepler-42 b,0,70132.0,43.619166666666665,292.21666690044,175.414656665983,38.7
2852,Kepler-42 c,0,70132.0,43.619166666666665,292.21666690044,175.414656665983,38.7
2853,Kepler-42 d,0,70132.0,43.619166666666665,292.21666690044,175.414656665983,38.7
2854,WASP-129 b,0,42311.75,-41.936083333333336,176.29895847437248,74.57613722950455,246.0
2855,K2-30 b,0,12562.0,22.299444444444447,52.34166670854,166.01891733993565,323.0
2856,Kepler-1253 b,0,68132.0,47.63722222222222,283.88333356043995,115.5154278411875,
2857,V391 Peg b,0,79452.0,26.41888888888889,331.05000026484,59.37183467622079,1400.0
2858,KOI-806.03,0,68468.0,38.947222222222216,285.28333356155997,75.83051070143514,924.9
2859,KOI-806.02,0,68468.0,38.947222222222216,285.28333356155997,75.83051070143514,924.9
2860,KOI-806.01,0,68468.0,38.947222222222216,285.28333356155997,75.83051070143514,924.9
2861,HD 7199 b,0,4247.0,-65.81194444444444,17.695833347489998,44.92225856521986,36.0
2862,mu Arae b,0,63848.0,-50.16611111111111,266.03333354615995,129.5616027603108,15.3
2863,mu Arae c,0,63848.0,-50.16611111111111,266.03333354615995,129.5616027603108,15.3
2864,mu Arae d,0,63848.0,-50.16611111111111,266.03333354615995,129.5616027603108,15.3
2865,mu Arae e,0,63848.0,-50.16611111111111,266.03333354615995,129.5616027603108,15.3
2866,Kepler-466 b,0,70956.0,48.495555555555555,295.65000023652,106.43640002526975,
2867,Kepler-466 c,0,70956.0,48.495555555555555,295.65000023652,106.43640002526975,
2868,OGLE-2015-BLG-0966L b,0,64501.02,-28.952888888888886,268.75425021500337,58.34409004632806,3300.0
2869,Kepler-1208 b,0,70052.0,44.55583333333333,291.88333356683995,69.19075726889797,
2870,eps Tau b,0,16116.99882,19.180429055555557,67.15416180372333,80.31971552772575,44.96
2871,Kepler-558 b,0,68318.0,42.65277777777778,284.65833356106,107.87139203764917,
2872,K2-108 b,0,29612.0,16.419722222222223,123.38333343203999,66.3577768804708,262.4
2873,Kepler-560 b,0,72049.0,45.018055555555556,300.20416690683,91.15367558301489,
2874,HAT-P-11 b,0,71450.0,48.08083333333334,297.70833357149996,103.16548046323578,38.0
2875,Kepler-360 b,0,68708.0,44.78138888888889,286.28333356236,42.64957369756189,1230.47
2876,Kepler-360 c,0,68708.0,44.78138888888889,286.28333356236,42.64957369756189,1230.47
2877,Kepler-1591 b,0,71164.0,44.60861111111111,296.51666690388,73.98977654521731,
2878,WASP-47 b,0,79488.731,-11.981113888888888,331.2030460982958,95.8241238108549,200.0
2879,WASP-47 e,0,79488.731,-11.981113888888888,331.2030460982958,95.8241238108549,200.0
2880,WASP-47 d,0,79488.731,-11.981113888888888,331.2030460982958,95.8241238108549,200.0
2881,WASP-47 c,0,79488.731,-11.981113888888888,331.2030460982958,95.8241238108549,200.0
2882,Kepler-1183 b,0,70136.0,38.89222222222222,292.23333356712,55.47693429520636,
2883,Kepler-953 b,0,69353.0,44.62444444444444,288.97083356451,119.22996583665456,
2884,Kepler-953 c,0,69353.0,44.62444444444444,288.97083356451,119.22996583665456,
2885,Kepler-19 b,0,69701.0,37.85166666666667,290.42083356566997,32.29497572533669,
2886,Kepler-19 c,0,69701.0,37.85166666666667,290.42083356566997,32.29497572533669,
2887,Kepler-1366 b,0,68416.0,41.555,285.06666689471996,71.92811455301958,
2888,Kepler-736 b,0,68494.0,46.18083333333333,285.39166689497995,84.27658596303804,
2889,HD 224693 b,0,86394.0,-21.571944444444444,359.97500028798,81.27634893780976,94.0
2890,Kepler-810 b,0,71188.0,48.08277777777778,296.61666690396,81.80470984459744,
2891,Kepler-726 b,0,70012.0,44.88722222222222,291.71666690003997,100.21267622684591,
2892,Kepler-769 b,0,70251.0,38.358333333333334,292.71250023416997,116.93163326387581,
2893,Kepler-769 c,0,70251.0,38.358333333333334,292.71250023416997,116.93163326387581,
2894,KIC 10001893 b,0,68973.405,46.98448888888889,287.3891877299113,128.74305420891736,
2895,KIC 10001893 c,0,68973.405,46.98448888888889,287.3891877299113,128.74305420891736,
2896,KIC 10001893 d,0,68973.405,46.98448888888889,287.3891877299113,128.74305420891736,
2897,HD 117207 b,0,48561.0,-34.42916666666666,202.33750016186997,51.895704487427345,33.0
2898,HD 109246 b,0,45127.0,74.48944444444444,188.02916681709,89.94567715479117,65.6
2899,Kepler-1295 b,0,69935.0,45.58861111111111,291.39583356645,68.01154782757351,
2900,Kepler-1334 b,0,69435.0,51.32083333333334,289.31250023145,93.13076495928179,
2901,Kepler-207 d,0,69607.0,42.16583333333333,290.02916689869,126.56164421483867,813.46
2902,Kepler-207 b,0,69607.0,42.16583333333333,290.02916689869,126.56164421483867,813.46
2903,Kepler-207 c,0,69607.0,42.16583333333333,290.02916689869,126.56164421483867,813.46
2904,Kepler-811 b,0,68502.0,47.834722222222226,285.42500022833997,147.79639981696332,
2905,HD 156846 b,2,62434.31129,-18.66625025,260.1429639164477,127.81247648020842,49.0
2906,CoRoT-22 b,0,67360.109,6.219158333333334,280.667121057867,124.93524855879014,592.0
2907,Kepler-1451 b,0,70427.0,40.41,293.44583356809,12.408655033604886,
2908,Kepler-1115 b,0,70798.0,40.144444444444446,294.99166690266,17.011523908360658,
2909,EPIC 211970147 b,0,31213.0,19.778888888888886,130.05416677071,92.18360900482914,
2910,KOI-1257 b,2,69894.0,44.92722222222222,291.22500023298,92.48151299620957,900.0
2911,Qatar-5 b,0,1693.0,42.061388888888885,7.054166672309999,128.0107517177605,
2912,Kepler-155 b,0,69239.0,51.08166666666667,288.49583356412995,100.99001841379544,302.28
2913,Kepler-155 c,0,69239.0,51.08166666666667,288.49583356412995,100.99001841379544,302.28
2914,HD 28254 b,0,15891.0,-49.37777777777778,66.21250005297,63.64939036514194,56.2
2915,WISE 0855-0714,3,32111.0,-6.245277777777778,133.79583344037,99.64167686648825,2.31
2916,Kepler-1491 b,0,70471.0,45.74055555555556,293.62916690157,56.42987289627638,
2917,Kepler-237 c,0,67973.0,40.42166666666667,283.22083355991,120.56871276249781,660.75
2918,Kepler-237 b,0,67973.0,40.42166666666667,283.22083355991,120.56871276249781,660.75
